maxmappingprobability,sample_id,dataset
1,LS-15070_S75_E1-50,FACS
1,LS-15070_S76_E1-50,FACS
1,LS-15070_S78_E1-50,FACS
1,LS-15070_S79_E1-50,FACS
1,LS-15070_S80_E1-50,FACS
1,LS-15070_S81_E1-50,FACS
1,LS-15070_S82_E1-50,FACS
1,LS-15070_S83_E1-50,FACS
1,LS-15070_S84_E1-50,FACS
0.99,LS-15070_S85_E1-50,FACS
1,LS-15070_S86_E1-50,FACS
1,LS-15070_S87_E1-50,FACS
1,LS-15070_S88_E1-50,FACS
1,LS-15070_S89_E1-50,FACS
1,LS-15070_S90_E1-50,FACS
1,LS-15070_S91_E1-50,FACS
0.53,LS-15070_S92_E1-50,FACS
0.66,LS-15070_S93_E1-50,FACS
1,LS-15070_S94_E1-50,FACS
1,LS-15070_S95_E1-50,FACS
1,LS-15070_S96_E1-50,FACS
0.98,LS-15072_S02_E1-50,FACS
0.56,LS-15072_S03_E1-50,FACS
0.97,LS-15072_S04_E1-50,FACS
1,LS-15072_S05_E1-50,FACS
1,LS-15072_S06_E1-50,FACS
0.87,LS-15072_S07_E1-50,FACS
0.89,LS-15072_S10_E1-50,FACS
1,LS-15072_S12_E1-50,FACS
0.93,LS-15072_S15_E1-50,FACS
1,LS-15072_S30_E1-50,FACS
1,LS-15072_S37_E1-50,FACS
1,LS-15072_S38_E1-50,FACS
0.88,LS-15072_S39_E1-50,FACS
1,LS-15072_S41_E1-50,FACS
0.65,LS-15072_S42_E1-50,FACS
1,LS-15072_S43_E1-50,FACS
0.99,LS-15072_S44_E1-50,FACS
0.92,LS-15072_S45_E1-50,FACS
0.59,LS-15072_S46_E1-50,FACS
1,LS-15072_S47_E1-50,FACS
1,LS-15072_S48_E1-50,FACS
0.97,LS-15072_S49_E1-50,FACS
1,LS-15072_S50_E1-50,FACS
0.78,LS-15072_S51_E1-50,FACS
0.98,LS-15072_S52_E1-50,FACS
0.99,LS-15072_S53_E1-50,FACS
0.62,LS-15072_S54_E1-50,FACS
0.52,LS-15072_S55_E1-50,FACS
0.99,LS-15072_S56_E1-50,FACS
1,LS-15072_S73_E1-50,FACS
0.96,LS-15072_S74_E1-50,FACS
1,LS-15072_S75_E1-50,FACS
1,LS-15072_S76_E1-50,FACS
0.45,LS-15072_S77_E1-50,FACS
1,LS-15072_S78_E1-50,FACS
1,LS-15072_S79_E1-50,FACS
0.38,LS-15072_S80_E1-50,FACS
0.69,LS-15072_S81_E1-50,FACS
0.95,LS-15072_S82_E1-50,FACS
1,LS-15072_S83_E1-50,FACS
1,LS-15072_S84_E1-50,FACS
0.99,LS-15072_S85_E1-50,FACS
0.77,LS-15072_S86_E1-50,FACS
0.8,LS-15072_S87_E1-50,FACS
1,LS-15072_S88_E1-50,FACS
0.85,LS-15072_S89_E1-50,FACS
0.51,LS-15072_S90_E1-50,FACS
0.92,LS-15072_S91_E1-50,FACS
1,LS-15072_S92_E1-50,FACS
1,LS-15072_S93_E1-50,FACS
0.53,LS-15072_S94_E1-50,FACS
0.72,LS-15072_S95_E1-50,FACS
1,LS-15072_S96_E1-50,FACS
0.52,LS-15073_S03_E1-50,FACS
1,LS-15073_S06_E1-50,FACS
0.95,LS-15073_S09_E1-50,FACS
0.99,LS-15073_S10_E1-50,FACS
0.76,LS-15073_S12_E1-50,FACS
1,LS-15073_S13_E1-50,FACS
1,LS-15073_S14_E1-50,FACS
1,LS-15073_S17_E1-50,FACS
1,LS-15073_S19_E1-50,FACS
0.95,LS-15073_S22_E1-50,FACS
1,LS-15073_S23_E1-50,FACS
0.66,LS-15073_S33_E1-50,FACS
1,LS-15073_S35_E1-50,FACS
1,LS-15073_S36_E1-50,FACS
0.96,LS-15073_S37_E1-50,FACS
0.99,LS-15073_S38_E1-50,FACS
0.98,LS-15073_S39_E1-50,FACS
1,LS-15073_S42_E1-50,FACS
1,LS-15073_S45_E1-50,FACS
0.56,LS-15073_S51_E1-50,FACS
0.78,LS-15073_S53_E1-50,FACS
1,LS-15073_S54_E1-50,FACS
1,LS-15073_S55_E1-50,FACS
1,LS-15073_S57_E1-50,FACS
1,LS-15073_S62_E1-50,FACS
1,LS-15073_S64_E1-50,FACS
1,LS-15073_S65_E1-50,FACS
0.99,LS-15073_S71_E1-50,FACS
1,LS-15073_S75_E1-50,FACS
1,LS-15073_S76_E1-50,FACS
0.57,LS-15073_S77_E1-50,FACS
0.99,LS-15073_S81_E1-50,FACS
1,LS-15073_S82_E1-50,FACS
0.56,LS-15073_S84_E1-50,FACS
0.52,LS-15073_S86_E1-50,FACS
1,LS-15073_S87_E1-50,FACS
0.99,LS-15073_S91_E1-50,FACS
0.5,LS-15073_S92_E1-50,FACS
1,LS-15073_S95_E1-50,FACS
0.99,LS-15074_S01_E1-50,FACS
0.98,LS-15074_S02_E1-50,FACS
1,LS-15074_S03_E1-50,FACS
0.99,LS-15074_S04_E1-50,FACS
0.99,LS-15074_S05_E1-50,FACS
0.56,LS-15074_S06_E1-50,FACS
0.69,LS-15074_S07_E1-50,FACS
1,LS-15074_S08_E1-50,FACS
0.57,LS-15074_S09_E1-50,FACS
0.99,LS-15074_S10_E1-50,FACS
0.92,LS-15074_S11_E1-50,FACS
1,LS-15074_S12_E1-50,FACS
0.89,LS-15074_S13_E1-50,FACS
0.71,LS-15074_S14_E1-50,FACS
0.94,LS-15074_S15_E1-50,FACS
0.99,LS-15074_S16_E1-50,FACS
0.44,LS-15074_S17_E1-50,FACS
1,LS-15074_S18_E1-50,FACS
0.96,LS-15074_S19_E1-50,FACS
0.98,LS-15074_S20_E1-50,FACS
0.99,LS-15074_S21_E1-50,FACS
0.97,LS-15074_S22_E1-50,FACS
0.94,LS-15074_S23_E1-50,FACS
1,LS-15074_S24_E1-50,FACS
1,LS-15074_S25_E1-50,FACS
0.63,LS-15074_S26_E1-50,FACS
1,LS-15074_S27_E1-50,FACS
1,LS-15074_S28_E1-50,FACS
1,LS-15074_S29_E1-50,FACS
0.87,LS-15074_S30_E1-50,FACS
1,LS-15074_S31_E1-50,FACS
0.95,LS-15074_S32_E1-50,FACS
0.73,LS-15074_S33_E1-50,FACS
1,LS-15074_S34_E1-50,FACS
0.62,LS-15074_S35_E1-50,FACS
0.61,LS-15074_S36_E1-50,FACS
0.99,LS-15074_S37_E1-50,FACS
0.89,LS-15074_S38_E1-50,FACS
1,LS-15074_S39_E1-50,FACS
1,LS-15074_S40_E1-50,FACS
1,LS-15074_S49_E1-50,FACS
1,LS-15074_S50_E1-50,FACS
1,LS-15074_S51_E1-50,FACS
1,LS-15074_S52_E1-50,FACS
1,LS-15074_S53_E1-50,FACS
1,LS-15074_S54_E1-50,FACS
1,LS-15074_S55_E1-50,FACS
1,LS-15074_S56_E1-50,FACS
1,LS-15074_S57_E1-50,FACS
1,LS-15074_S58_E1-50,FACS
1,LS-15074_S59_E1-50,FACS
0.94,LS-15074_S60_E1-50,FACS
1,LS-15074_S61_E1-50,FACS
1,LS-15074_S62_E1-50,FACS
1,LS-15074_S63_E1-50,FACS
0.9,LS-15074_S64_E1-50,FACS
1,LS-15074_S65_E1-50,FACS
1,LS-15074_S66_E1-50,FACS
1,LS-15074_S67_E1-50,FACS
1,LS-15074_S68_E1-50,FACS
0.81,LS-15074_S69_E1-50,FACS
1,LS-15074_S70_E1-50,FACS
0.56,LS-15074_S71_E1-50,FACS
1,LS-15074_S72_E1-50,FACS
1,LS-15074_S73_E1-50,FACS
1,LS-15074_S74_E1-50,FACS
1,LS-15074_S75_E1-50,FACS
1,LS-15074_S76_E1-50,FACS
0.86,LS-15074_S77_E1-50,FACS
0.98,LS-15074_S78_E1-50,FACS
0.5,LS-15074_S79_E1-50,FACS
1,LS-15074_S80_E1-50,FACS
1,LS-15074_S81_E1-50,FACS
0.95,LS-15074_S82_E1-50,FACS
0.56,LS-15074_S83_E1-50,FACS
1,LS-15074_S84_E1-50,FACS
0.82,LS-15074_S85_E1-50,FACS
1,LS-15074_S86_E1-50,FACS
1,LS-15074_S87_E1-50,FACS
0.95,LS-15074_S88_E1-50,FACS
0.99,LS-15074_S89_E1-50,FACS
0.99,LS-15074_S90_E1-50,FACS
0.89,LS-15074_S91_E1-50,FACS
1,LS-15074_S92_E1-50,FACS
0.98,LS-15074_S93_E1-50,FACS
1,LS-15074_S94_E1-50,FACS
0.55,LS-15074_S95_E1-50,FACS
0.94,LS-15074_S96_E1-50,FACS
0.99,LS-15075_S01_E1-50,FACS
1,LS-15075_S02_E1-50,FACS
0.52,LS-15075_S03_E1-50,FACS
1,LS-15075_S04_E1-50,FACS
1,LS-15075_S06_E1-50,FACS
0.8,LS-15075_S07_E1-50,FACS
0.8,LS-15075_S08_E1-50,FACS
1,LS-15075_S11_E1-50,FACS
1,LS-15075_S12_E1-50,FACS
1,LS-15075_S13_E1-50,FACS
1,LS-15075_S16_E1-50,FACS
0.94,LS-15075_S17_E1-50,FACS
0.5,LS-15075_S18_E1-50,FACS
0.75,LS-15075_S19_E1-50,FACS
1,LS-15075_S20_E1-50,FACS
0.94,LS-15075_S21_E1-50,FACS
1,LS-15075_S22_E1-50,FACS
0.99,LS-15075_S24_E1-50,FACS
0.46,LS-15075_S25_E1-50,FACS
0.54,LS-15075_S26_E1-50,FACS
0.53,LS-15075_S27_E1-50,FACS
1,LS-15075_S28_E1-50,FACS
1,LS-15075_S29_E1-50,FACS
1,LS-15075_S30_E1-50,FACS
1,LS-15075_S31_E1-50,FACS
0.61,LS-15075_S32_E1-50,FACS
1,LS-15075_S33_E1-50,FACS
0.97,LS-15075_S34_E1-50,FACS
1,LS-15075_S35_E1-50,FACS
0.7,LS-15075_S36_E1-50,FACS
0.96,LS-15075_S37_E1-50,FACS
1,LS-15075_S38_E1-50,FACS
0.95,LS-15075_S39_E1-50,FACS
1,LS-15075_S40_E1-50,FACS
1,LS-15075_S41_E1-50,FACS
1,LS-15075_S42_E1-50,FACS
0.5,LS-15075_S43_E1-50,FACS
1,LS-15075_S44_E1-50,FACS
1,LS-15075_S45_E1-50,FACS
0.94,LS-15075_S46_E1-50,FACS
0.98,LS-15075_S47_E1-50,FACS
1,LS-15075_S48_E1-50,FACS
1,LS-15075_S49_E1-50,FACS
1,LS-15075_S50_E1-50,FACS
0.66,LS-15075_S51_E1-50,FACS
1,LS-15075_S52_E1-50,FACS
0.74,LS-15075_S53_E1-50,FACS
1,LS-15075_S54_E1-50,FACS
0.87,LS-15075_S55_E1-50,FACS
1,LS-15075_S56_E1-50,FACS
0.51,LS-15075_S65_E1-50,FACS
0.95,LS-15075_S66_E1-50,FACS
1,LS-15075_S67_E1-50,FACS
1,LS-15075_S68_E1-50,FACS
1,LS-15075_S69_E1-50,FACS
0.99,LS-15075_S70_E1-50,FACS
0.99,LS-15075_S71_E1-50,FACS
0.57,LS-15075_S72_E1-50,FACS
0.55,LS-15075_S73_E1-50,FACS
1,LS-15075_S74_E1-50,FACS
0.51,LS-15075_S75_E1-50,FACS
0.55,LS-15075_S76_E1-50,FACS
1,LS-15075_S77_E1-50,FACS
0.88,LS-15075_S78_E1-50,FACS
0.93,LS-15075_S79_E1-50,FACS
0.6,LS-15075_S80_E1-50,FACS
0.98,LS-15075_S81_E1-50,FACS
0.94,LS-15075_S82_E1-50,FACS
0.52,LS-15075_S83_E1-50,FACS
0.4,LS-15075_S84_E1-50,FACS
1,LS-15075_S85_E1-50,FACS
0.59,LS-15075_S86_E1-50,FACS
0.69,LS-15075_S87_E1-50,FACS
1,LS-15075_S88_E1-50,FACS
0.99,LS-15075_S89_E1-50,FACS
0.87,LS-15075_S90_E1-50,FACS
0.53,LS-15075_S91_E1-50,FACS
0.54,LS-15075_S92_E1-50,FACS
1,LS-15075_S93_E1-50,FACS
0.9,LS-15075_S94_E1-50,FACS
1,LS-15075_S95_E1-50,FACS
0.51,LS-15075_S96_E1-50,FACS
0.88,LS-15076_S01_E1-50,FACS
0.52,LS-15076_S02_E1-50,FACS
1,LS-15076_S03_E1-50,FACS
1,LS-15076_S04_E1-50,FACS
0.58,LS-15076_S05_E1-50,FACS
0.91,LS-15076_S06_E1-50,FACS
1,LS-15076_S07_E1-50,FACS
0.99,LS-15076_S08_E1-50,FACS
0.91,LS-15076_S09_E1-50,FACS
1,LS-15076_S10_E1-50,FACS
0.79,LS-15076_S11_E1-50,FACS
1,LS-15076_S13_E1-50,FACS
1,LS-15076_S14_E1-50,FACS
1,LS-15076_S15_E1-50,FACS
0.53,LS-15076_S16_E1-50,FACS
1,LS-15076_S17_E1-50,FACS
0.62,LS-15076_S18_E1-50,FACS
0.92,LS-15076_S19_E1-50,FACS
0.44,LS-15076_S20_E1-50,FACS
1,LS-15076_S21_E1-50,FACS
0.92,LS-15076_S23_E1-50,FACS
1,LS-15076_S24_E1-50,FACS
0.95,LS-15076_S25_E1-50,FACS
0.61,LS-15076_S26_E1-50,FACS
1,LS-15076_S27_E1-50,FACS
0.6,LS-15076_S28_E1-50,FACS
0.99,LS-15076_S29_E1-50,FACS
1,LS-15076_S30_E1-50,FACS
0.53,LS-15076_S31_E1-50,FACS
0.73,LS-15076_S32_E1-50,FACS
0.98,LS-15076_S33_E1-50,FACS
1,LS-15076_S34_E1-50,FACS
1,LS-15076_S35_E1-50,FACS
1,LS-15076_S36_E1-50,FACS
1,LS-15076_S37_E1-50,FACS
0.97,LS-15076_S38_E1-50,FACS
0.52,LS-15076_S39_E1-50,FACS
0.84,LS-15076_S40_E1-50,FACS
1,LS-15076_S42_E1-50,FACS
0.62,LS-15076_S43_E1-50,FACS
1,LS-15076_S44_E1-50,FACS
0.63,LS-15076_S45_E1-50,FACS
0.47,LS-15076_S46_E1-50,FACS
1,LS-15076_S47_E1-50,FACS
1,LS-15076_S49_E1-50,FACS
0.6,LS-15076_S50_E1-50,FACS
1,LS-15076_S51_E1-50,FACS
0.55,LS-15076_S52_E1-50,FACS
0.96,LS-15076_S53_E1-50,FACS
0.99,LS-15076_S54_E1-50,FACS
0.88,LS-15076_S55_E1-50,FACS
0.81,LS-15076_S56_E1-50,FACS
1,LS-15076_S57_E1-50,FACS
1,LS-15076_S59_E1-50,FACS
1,LS-15076_S60_E1-50,FACS
0.99,LS-15076_S61_E1-50,FACS
1,LS-15076_S62_E1-50,FACS
0.53,LS-15076_S63_E1-50,FACS
1,LS-15076_S64_E1-50,FACS
0.53,LS-15076_S73_E1-50,FACS
0.5,LS-15076_S74_E1-50,FACS
0.97,LS-15076_S75_E1-50,FACS
0.83,LS-15076_S76_E1-50,FACS
0.95,LS-15076_S77_E1-50,FACS
0.51,LS-15076_S78_E1-50,FACS
0.96,LS-15076_S79_E1-50,FACS
1,LS-15076_S80_E1-50,FACS
0.47,LS-15076_S81_E1-50,FACS
1,LS-15076_S82_E1-50,FACS
0.93,LS-15076_S83_E1-50,FACS
1,LS-15076_S84_E1-50,FACS
0.66,LS-15076_S85_E1-50,FACS
1,LS-15076_S87_E1-50,FACS
1,LS-15076_S88_E1-50,FACS
0.57,LS-15076_S89_E1-50,FACS
0.56,LS-15076_S90_E1-50,FACS
1,LS-15076_S91_E1-50,FACS
0.99,LS-15076_S92_E1-50,FACS
1,LS-15076_S93_E1-50,FACS
1,LS-15076_S94_E1-50,FACS
0.98,LS-15076_S95_E1-50,FACS
0.56,LS-15076_S96_E1-50,FACS
1,LS-15077_S01_E1-50,FACS
1,LS-15077_S02_E1-50,FACS
0.51,LS-15077_S03_E1-50,FACS
0.88,LS-15077_S04_E1-50,FACS
0.95,LS-15077_S05_E1-50,FACS
0.65,LS-15077_S06_E1-50,FACS
0.98,LS-15077_S07_E1-50,FACS
0.52,LS-15077_S08_E1-50,FACS
1,LS-15077_S09_E1-50,FACS
1,LS-15077_S10_E1-50,FACS
0.59,LS-15077_S11_E1-50,FACS
1,LS-15077_S12_E1-50,FACS
0.99,LS-15077_S13_E1-50,FACS
1,LS-15077_S14_E1-50,FACS
0.54,LS-15077_S15_E1-50,FACS
0.95,LS-15077_S16_E1-50,FACS
0.87,LS-15077_S17_E1-50,FACS
0.58,LS-15077_S19_E1-50,FACS
1,LS-15077_S20_E1-50,FACS
1,LS-15077_S21_E1-50,FACS
0.97,LS-15077_S22_E1-50,FACS
1,LS-15077_S23_E1-50,FACS
0.89,LS-15077_S24_E1-50,FACS
0.59,LS-15077_S25_E1-50,FACS
0.69,LS-15077_S27_E1-50,FACS
0.55,LS-15077_S28_E1-50,FACS
0.34,LS-15077_S29_E1-50,FACS
0.95,LS-15077_S30_E1-50,FACS
1,LS-15077_S31_E1-50,FACS
0.97,LS-15077_S32_E1-50,FACS
0.51,LS-15077_S33_E1-50,FACS
0.54,LS-15077_S34_E1-50,FACS
0.98,LS-15077_S35_E1-50,FACS
0.62,LS-15077_S36_E1-50,FACS
0.5,LS-15077_S37_E1-50,FACS
0.89,LS-15077_S38_E1-50,FACS
0.54,LS-15077_S39_E1-50,FACS
1,LS-15077_S40_E1-50,FACS
0.9,LS-15077_S41_E1-50,FACS
0.53,LS-15077_S42_E1-50,FACS
0.93,LS-15077_S43_E1-50,FACS
1,LS-15077_S44_E1-50,FACS
1,LS-15077_S45_E1-50,FACS
1,LS-15077_S46_E1-50,FACS
1,LS-15077_S48_E1-50,FACS
1,LS-15077_S49_E1-50,FACS
0.99,LS-15077_S50_E1-50,FACS
1,LS-15077_S51_E1-50,FACS
0.97,LS-15077_S52_E1-50,FACS
1,LS-15077_S53_E1-50,FACS
1,LS-15077_S54_E1-50,FACS
0.98,LS-15077_S55_E1-50,FACS
1,LS-15077_S56_E1-50,FACS
1,LS-15077_S57_E1-50,FACS
0.72,LS-15077_S58_E1-50,FACS
1,LS-15077_S59_E1-50,FACS
1,LS-15077_S60_E1-50,FACS
1,LS-15077_S61_E1-50,FACS
1,LS-15077_S62_E1-50,FACS
1,LS-15077_S63_E1-50,FACS
0.52,LS-15077_S64_E1-50,FACS
0.67,LS-15077_S65_E1-50,FACS
1,LS-15077_S66_E1-50,FACS
1,LS-15077_S67_E1-50,FACS
1,LS-15077_S68_E1-50,FACS
0.96,LS-15077_S69_E1-50,FACS
1,LS-15077_S70_E1-50,FACS
0.95,LS-15077_S71_E1-50,FACS
0.6,LS-15077_S72_E1-50,FACS
1,LS-15077_S81_E1-50,FACS
1,LS-15077_S82_E1-50,FACS
0.68,LS-15077_S83_E1-50,FACS
1,LS-15077_S84_E1-50,FACS
0.94,LS-15077_S85_E1-50,FACS
1,LS-15077_S86_E1-50,FACS
0.76,LS-15077_S87_E1-50,FACS
0.69,LS-15077_S88_E1-50,FACS
0.97,LS-15077_S89_E1-50,FACS
1,LS-15077_S90_E1-50,FACS
1,LS-15077_S91_E1-50,FACS
0.84,LS-15077_S92_E1-50,FACS
1,LS-15077_S93_E1-50,FACS
0.99,LS-15077_S94_E1-50,FACS
0.98,LS-15077_S95_E1-50,FACS
1,LS-15077_S96_E1-50,FACS
1,LS-15078_S01_E1-50,FACS
1,LS-15078_S02_E1-50,FACS
1,LS-15078_S03_E1-50,FACS
1,LS-15078_S04_E1-50,FACS
1,LS-15078_S05_E1-50,FACS
0.52,LS-15078_S06_E1-50,FACS
0.61,LS-15078_S07_E1-50,FACS
1,LS-15078_S08_E1-50,FACS
0.51,LS-15078_S09_E1-50,FACS
0.59,LS-15078_S10_E1-50,FACS
1,LS-15078_S11_E1-50,FACS
1,LS-15078_S13_E1-50,FACS
0.56,LS-15078_S14_E1-50,FACS
1,LS-15078_S15_E1-50,FACS
0.49,LS-15078_S16_E1-50,FACS
1,LS-15078_S17_E1-50,FACS
0.63,LS-15078_S18_E1-50,FACS
0.55,LS-15078_S19_E1-50,FACS
1,LS-15078_S20_E1-50,FACS
0.86,LS-15078_S21_E1-50,FACS
0.64,LS-15078_S22_E1-50,FACS
0.48,LS-15078_S23_E1-50,FACS
1,LS-15078_S25_E1-50,FACS
1,LS-15078_S26_E1-50,FACS
0.4,LS-15078_S27_E1-50,FACS
0.71,LS-15078_S28_E1-50,FACS
0.54,LS-15078_S29_E1-50,FACS
0.53,LS-15078_S30_E1-50,FACS
1,LS-15078_S31_E1-50,FACS
1,LS-15078_S32_E1-50,FACS
0.43,LS-15078_S33_E1-50,FACS
1,LS-15078_S34_E1-50,FACS
1,LS-15078_S35_E1-50,FACS
1,LS-15078_S36_E1-50,FACS
0.56,LS-15078_S37_E1-50,FACS
0.99,LS-15078_S38_E1-50,FACS
0.52,LS-15078_S39_E1-50,FACS
0.98,LS-15078_S40_E1-50,FACS
1,LS-15078_S41_E1-50,FACS
1,LS-15078_S42_E1-50,FACS
0.57,LS-15078_S43_E1-50,FACS
1,LS-15078_S44_E1-50,FACS
1,LS-15078_S45_E1-50,FACS
1,LS-15078_S46_E1-50,FACS
0.4,LS-15078_S47_E1-50,FACS
1,LS-15078_S48_E1-50,FACS
0.22,LS-15078_S49_E1-50,FACS
1,LS-15078_S51_E1-50,FACS
1,LS-15078_S53_E1-50,FACS
1,LS-15078_S54_E1-50,FACS
1,LS-15078_S55_E1-50,FACS
1,LS-15078_S56_E1-50,FACS
0.88,LS-15078_S57_E1-50,FACS
0.53,LS-15078_S58_E1-50,FACS
1,LS-15078_S59_E1-50,FACS
0.58,LS-15078_S60_E1-50,FACS
1,LS-15078_S61_E1-50,FACS
0.52,LS-15078_S62_E1-50,FACS
1,LS-15078_S63_E1-50,FACS
1,LS-15078_S64_E1-50,FACS
0.97,LS-15078_S65_E1-50,FACS
0.99,LS-15078_S66_E1-50,FACS
0.54,LS-15078_S67_E1-50,FACS
0.96,LS-15078_S68_E1-50,FACS
0.51,LS-15078_S69_E1-50,FACS
1,LS-15078_S70_E1-50,FACS
0.88,LS-15078_S71_E1-50,FACS
1,LS-15078_S72_E1-50,FACS
1,LS-15078_S73_E1-50,FACS
0.97,LS-15078_S74_E1-50,FACS
1,LS-15078_S75_E1-50,FACS
0.53,LS-15078_S76_E1-50,FACS
0.99,LS-15078_S77_E1-50,FACS
0.68,LS-15078_S78_E1-50,FACS
0.99,LS-15078_S79_E1-50,FACS
1,LS-15078_S80_E1-50,FACS
0.55,LS-15078_S89_E1-50,FACS
1,LS-15078_S90_E1-50,FACS
1,LS-15078_S91_E1-50,FACS
1,LS-15078_S92_E1-50,FACS
0.69,LS-15078_S93_E1-50,FACS
1,LS-15078_S94_E1-50,FACS
0.94,LS-15078_S95_E1-50,FACS
0.91,LS-15078_S96_E1-50,FACS
0.98,LS-15080_S03_E1-50,FACS
0.96,LS-15080_S04_E1-50,FACS
0.67,LS-15080_S05_E1-50,FACS
0.96,LS-15080_S06_E1-50,FACS
1,LS-15080_S07_E1-50,FACS
1,LS-15080_S08_E1-50,FACS
0.54,LS-15080_S09_E1-50,FACS
0.99,LS-15080_S11_E1-50,FACS
0.76,LS-15080_S12_E1-50,FACS
0.78,LS-15080_S13_E1-50,FACS
0.37,LS-15080_S14_E1-50,FACS
0.5,LS-15080_S15_E1-50,FACS
0.56,LS-15080_S16_E1-50,FACS
1,LS-15080_S25_E1-50,FACS
0.68,LS-15080_S26_E1-50,FACS
1,LS-15080_S27_E1-50,FACS
0.51,LS-15080_S28_E1-50,FACS
0.58,LS-15080_S29_E1-50,FACS
0.53,LS-15080_S30_E1-50,FACS
0.86,LS-15080_S31_E1-50,FACS
1,LS-15080_S32_E1-50,FACS
1,LS-15080_S34_E1-50,FACS
1,LS-15080_S35_E1-50,FACS
1,LS-15080_S36_E1-50,FACS
1,LS-15080_S38_E1-50,FACS
1,LS-15080_S39_E1-50,FACS
0.89,LS-15080_S40_E1-50,FACS
1,LS-15080_S41_E1-50,FACS
0.92,LS-15080_S42_E1-50,FACS
0.99,LS-15080_S43_E1-50,FACS
1,LS-15080_S44_E1-50,FACS
1,LS-15080_S45_E1-50,FACS
0.45,LS-15080_S46_E1-50,FACS
1,LS-15080_S47_E1-50,FACS
0.51,LS-15080_S48_E1-50,FACS
1,LS-15080_S50_E1-50,FACS
1,LS-15080_S51_E1-50,FACS
0.93,LS-15080_S53_E1-50,FACS
0.45,LS-15080_S54_E1-50,FACS
0.99,LS-15080_S56_E1-50,FACS
1,LS-15080_S57_E1-50,FACS
1,LS-15080_S58_E1-50,FACS
1,LS-15080_S59_E1-50,FACS
1,LS-15080_S60_E1-50,FACS
1,LS-15080_S61_E1-50,FACS
1,LS-15080_S62_E1-50,FACS
0.5,LS-15080_S63_E1-50,FACS
1,LS-15080_S64_E1-50,FACS
1,LS-15080_S65_E1-50,FACS
0.99,LS-15080_S66_E1-50,FACS
0.98,LS-15080_S67_E1-50,FACS
0.55,LS-15080_S68_E1-50,FACS
0.96,LS-15080_S70_E1-50,FACS
1,LS-15080_S71_E1-50,FACS
1,LS-15080_S72_E1-50,FACS
1,LS-15080_S73_E1-50,FACS
1,LS-15080_S74_E1-50,FACS
1,LS-15080_S75_E1-50,FACS
1,LS-15080_S76_E1-50,FACS
1,LS-15080_S77_E1-50,FACS
0.76,LS-15080_S78_E1-50,FACS
0.58,LS-15080_S79_E1-50,FACS
0.97,LS-15080_S80_E1-50,FACS
1,LS-15080_S81_E1-50,FACS
0.6,LS-15080_S82_E1-50,FACS
0.98,LS-15080_S83_E1-50,FACS
1,LS-15080_S84_E1-50,FACS
0.99,LS-15080_S85_E1-50,FACS
1,LS-15080_S86_E1-50,FACS
1,LS-15080_S87_E1-50,FACS
0.93,LS-15080_S88_E1-50,FACS
1,LS-15080_S89_E1-50,FACS
0.99,LS-15080_S90_E1-50,FACS
0.6,LS-15080_S91_E1-50,FACS
1,LS-15080_S92_E1-50,FACS
0.57,LS-15080_S93_E1-50,FACS
1,LS-15080_S94_E1-50,FACS
0.95,LS-15080_S95_E1-50,FACS
1,LS-15080_S96_E1-50,FACS
1,LS-15081_S01_E1-50,FACS
0.99,LS-15081_S02_E1-50,FACS
0.62,LS-15081_S03_E1-50,FACS
1,LS-15081_S04_E1-50,FACS
0.62,LS-15081_S05_E1-50,FACS
0.94,LS-15081_S06_E1-50,FACS
1,LS-15081_S07_E1-50,FACS
0.55,LS-15081_S08_E1-50,FACS
0.76,LS-15081_S09_E1-50,FACS
0.55,LS-15081_S11_E1-50,FACS
0.98,LS-15081_S12_E1-50,FACS
0.4,LS-15081_S13_E1-50,FACS
1,LS-15081_S14_E1-50,FACS
1,LS-15081_S15_E1-50,FACS
1,LS-15081_S16_E1-50,FACS
0.54,LS-15081_S17_E1-50,FACS
0.98,LS-15081_S18_E1-50,FACS
1,LS-15081_S20_E1-50,FACS
0.66,LS-15081_S21_E1-50,FACS
1,LS-15081_S22_E1-50,FACS
0.52,LS-15081_S23_E1-50,FACS
1,LS-15081_S24_E1-50,FACS
1,LS-15081_S33_E1-50,FACS
1,LS-15081_S34_E1-50,FACS
0.99,LS-15081_S35_E1-50,FACS
1,LS-15081_S36_E1-50,FACS
0.53,LS-15081_S37_E1-50,FACS
0.89,LS-15081_S38_E1-50,FACS
0.92,LS-15081_S39_E1-50,FACS
1,LS-15081_S40_E1-50,FACS
1,LS-15081_S42_E1-50,FACS
0.99,LS-15081_S43_E1-50,FACS
0.96,LS-15081_S45_E1-50,FACS
1,LS-15081_S46_E1-50,FACS
1,LS-15081_S47_E1-50,FACS
1,LS-15081_S48_E1-50,FACS
0.51,LS-15081_S49_E1-50,FACS
0.99,LS-15081_S50_E1-50,FACS
0.96,LS-15081_S51_E1-50,FACS
1,LS-15081_S52_E1-50,FACS
1,LS-15081_S53_E1-50,FACS
1,LS-15081_S54_E1-50,FACS
0.92,LS-15081_S55_E1-50,FACS
1,LS-15081_S56_E1-50,FACS
0.99,LS-15081_S57_E1-50,FACS
0.58,LS-15081_S58_E1-50,FACS
1,LS-15081_S59_E1-50,FACS
1,LS-15081_S60_E1-50,FACS
1,LS-15081_S61_E1-50,FACS
0.91,LS-15081_S62_E1-50,FACS
1,LS-15081_S63_E1-50,FACS
