,x,y,dataset,driver
740387306,5.6899104,0.34194958,MET,Other
849607183,5.787096,3.0877945,MET,Sst-IRES-Cre
656896838,5.7638097,2.649008,MET,Other
656901554,5.365594,1.0746719,MET,Other
677077832,5.4599032,2.8014529,MET,Other
696030664,5.3952293,2.5260148,MET,Sst-IRES-Cre
720288904,5.2401385,3.2089758,MET,Other
724775364,5.4000654,3.383607,MET,Sst-IRES-Cre
728775704,1.8773223,0.7702176,MET,Other
746257833,5.314523,2.1881828,MET,Other
753721844,4.9623694,3.127897,MET,Sst-IRES-Cre
839118825,5.9447503,2.1584606,MET,Sst-IRES-Cre
753847212,6.0671034,0.8175216,MET,Sst-IRES-Cre
848279397,5.3672,2.6321106,MET,Sst-IRES-Cre
743050905,5.7271814,3.0791779,MET,Other
672444950,4.858554,3.2663987,MET,Other
740177517,5.300478,2.5281992,MET,Sst-IRES-Cre
704410009,5.168567,2.5692172,MET,Sst-IRES-Cre
759909292,5.37611,2.0989645,MET,Sst-IRES-Cre
794825421,5.1893806,2.705239,MET,Sst-IRES-Cre
750440984,4.8733597,2.794016,MET,Sst-IRES-Cre
805589713,5.333685,2.8888028,MET,Sst-IRES-Cre
740807311,5.4015574,2.752291,MET,Other
834098122,3.3818526,4.0119267,MET,Other
710920450,5.7525754,0.37950957,MET,Sst-IRES-Cre
643648707,5.667916,3.0378523,MET,Other
834588446,5.438912,2.5665028,MET,Sst-IRES-Cre
780005520,5.4785357,1.7431211,MET,Sst-IRES-Cre
653195941,5.1372213,3.0714345,MET,Other
718759804,4.9549174,4.1365066,MET,Sst-IRES-Cre
807596161,5.2787848,2.7131221,MET,Sst-IRES-Cre
754857707,5.6110663,4.021042,MET,Sst-IRES-Cre
685762610,5.3285065,3.407707,MET,Other
659413418,5.402423,4.4105005,MET,Sst-IRES-Cre
659953832,4.975067,4.2903843,MET,Sst-IRES-Cre
661495648,5.4062724,3.4679563,MET,Other
679068460,5.1791577,4.486552,MET,Sst-IRES-Cre
679887854,5.8071313,3.021683,MET,Sst-IRES-Cre
720165746,2.8798573,3.0503433,MET,Sst-IRES-Cre
745636875,10.293102,4.870371,MET,Other
751288807,4.9053817,3.9970727,MET,Sst-IRES-Cre
795786328,5.483388,2.414199,MET,Sst-IRES-Cre
807262049,4.9550524,3.847323,MET,Sst-IRES-Cre
807570785,4.891667,4.2564583,MET,Sst-IRES-Cre
807619392,4.732109,3.5316389,MET,Sst-IRES-Cre
809332492,4.928478,3.108165,MET,Sst-IRES-Cre
812986845,6.0210333,3.824258,MET,Other
839524416,5.525606,2.9250996,MET,Sst-IRES-Cre
848278944,5.395792,3.5933352,MET,Sst-IRES-Cre
848334636,5.9866447,3.0545356,MET,Sst-IRES-Cre
601808698,5.514564,4.3373904,MET,Sst-IRES-Cre
639841063,5.6484904,3.225195,MET,Other
639862877,5.599686,3.444133,MET,Other
639979263,5.462638,3.794323,MET,Other
659430821,5.4611297,3.3295026,MET,Sst-IRES-Cre
660058602,5.1544876,2.8038795,MET,Other
689098357,7.691612,5.037949,MET,Sst-IRES-Cre
708792108,5.1997414,4.278864,MET,Other
709232477,4.8067613,4.1864185,MET,Other
720580383,4.8963075,4.193711,MET,Sst-IRES-Cre
722883706,5.4196224,4.2980185,MET,Other
753716937,6.003459,3.1798635,MET,Sst-IRES-Cre
852368397,4.633464,2.9363756,MET,Other
636854912,5.050621,4.651516,MET,Sst-IRES-Cre
636856236,4.930839,4.5077415,MET,Sst-IRES-Cre
642478957,4.7412214,3.501675,MET,Other
643479119,4.6882124,3.6603215,MET,Other
643649645,5.408501,3.229118,MET,Other
647842659,5.134983,4.476944,MET,Sst-IRES-Cre
653031318,5.551139,3.168533,MET,Other
653699672,5.0349183,3.1172953,MET,Other
657660421,7.636492,4.9804277,MET,Sst-IRES-Cre
657857431,5.408114,4.3505487,MET,Sst-IRES-Cre
679863446,5.293829,4.4326544,MET,Sst-IRES-Cre
688958418,5.647236,3.2484062,MET,Sst-IRES-Cre
695949332,4.7510295,3.855035,MET,Sst-IRES-Cre
705245410,5.00643,4.387129,MET,Sst-IRES-Cre
705585853,5.4770856,3.9108803,MET,Sst-IRES-Cre
705617133,5.38795,3.6455579,MET,Sst-IRES-Cre
707403326,5.8293867,3.4296315,MET,Sst-IRES-Cre
716859364,5.931022,3.5054271,MET,Other
718217349,5.039521,4.4198236,MET,Sst-IRES-Cre
741230081,4.691858,3.6520174,MET,Other
741269223,5.1034884,4.652066,MET,Other
743534474,5.419168,4.1642513,MET,Other
745632694,4.5333395,0.7592904,MET,Other
745765149,5.4519286,3.8131804,MET,Other
746987571,5.130755,4.6370597,MET,Other
769772476,5.4602304,3.9346504,MET,Sst-IRES-Cre
771934792,5.4073205,3.8469534,MET,Sst-IRES-Cre
805642715,5.3723016,3.6106944,MET,Sst-IRES-Cre
807349639,5.943088,3.9029064,MET,Sst-IRES-Cre
809106828,5.268491,4.0813465,MET,Sst-IRES-Cre
865597654,5.5506277,3.2821915,MET,Other
926568796,4.6286397,3.8377624,MET,Other
935826453,5.0818524,4.3398604,MET,Other
959173123,5.390644,3.8619611,MET,Other
652958762,4.9716153,4.0044794,MET,Other
656156755,4.9828534,3.9466267,MET,Other
659888858,5.993353,3.361219,MET,Sst-IRES-Cre
674238221,4.6472354,3.805782,MET,Sst-IRES-Cre
674419902,5.171588,2.8886292,MET,Sst-IRES-Cre
680752163,5.285845,3.573698,MET,Sst-IRES-Cre
703992393,5.3875966,3.5395238,MET,Sst-IRES-Cre
711202068,4.538092,3.4846332,MET,Sst-IRES-Cre
718205957,5.4421244,4.222672,MET,Sst-IRES-Cre
718552831,5.167904,4.0841894,MET,Sst-IRES-Cre
718648868,5.4352713,4.1739454,MET,Sst-IRES-Cre
728815682,4.8733983,4.0688496,MET,Sst-IRES-Cre
652956871,5.238816,1.0323734,MET,Other
657454163,4.8735733,4.168363,MET,Sst-IRES-Cre
657661984,5.576346,4.075334,MET,Sst-IRES-Cre
660722612,4.8852243,4.1563096,MET,Sst-IRES-Cre
661500944,5.3827004,4.135963,MET,Other
665602299,5.0321674,4.08803,MET,Sst-IRES-Cre
695917188,5.076931,3.6311307,MET,Sst-IRES-Cre
710345047,5.140079,4.657899,MET,Other
728792260,5.0866733,4.6487017,MET,Sst-IRES-Cre
746257157,5.8384247,4.192699,MET,Other
750465208,5.5883636,2.7723904,MET,Sst-IRES-Cre
752027250,5.258074,4.273626,MET,Sst-IRES-Cre
753811240,5.7440557,3.8643508,MET,Sst-IRES-Cre
753963699,5.1259813,4.140756,MET,Sst-IRES-Cre
760268259,5.1528983,3.7668312,MET,Sst-IRES-Cre
760811392,5.495046,3.7392862,MET,Sst-IRES-Cre
794870097,1.5405797,0.53470993,MET,Sst-IRES-Cre
794937757,5.51316,3.7817137,MET,Sst-IRES-Cre
804847087,5.2580814,3.6661234,MET,Sst-IRES-Cre
805633762,6.0756707,3.5712333,MET,Sst-IRES-Cre
847731579,5.0798516,4.495987,MET,Sst-IRES-Cre
847792560,6.0427504,3.4644752,MET,Sst-IRES-Cre
643479544,5.106732,4.332953,MET,Other
653196163,4.942146,3.2940617,MET,Other
683508540,7.255627,1.3959434,MET,Other
684907719,5.4897866,3.318195,MET,Sst-IRES-Cre
693044826,5.2600484,3.855108,MET,Sst-IRES-Cre
703512183,4.5627084,3.8776395,MET,Sst-IRES-Cre
703641759,5.545233,2.974606,MET,Sst-IRES-Cre
704508818,4.530283,4.0050845,MET,Sst-IRES-Cre
705268919,5.1883245,4.074211,MET,Sst-IRES-Cre
708237126,5.170006,4.353843,MET,Sst-IRES-Cre
708642436,5.200136,4.0107083,MET,Other
713181291,5.87111,3.0294876,MET,Sst-IRES-Cre
713442456,6.3869095,3.2042024,MET,Other
727352912,5.60542,3.144293,MET,Other
728800860,5.116022,3.985484,MET,Other
729415408,5.0368743,3.1564837,MET,Other
746924803,5.3384614,2.644946,MET,Other
750472545,5.208184,2.9006023,MET,Sst-IRES-Cre
754795653,4.989074,4.215858,MET,Sst-IRES-Cre
754804972,5.5052514,2.8688653,MET,Sst-IRES-Cre
759924594,5.3097053,1.925443,MET,Sst-IRES-Cre
760552500,8.776311,1.2047637,MET,Sst-IRES-Cre
779708399,5.47801,3.7015293,MET,Sst-IRES-Cre
804968066,5.573994,4.234286,MET,Sst-IRES-Cre
740157322,5.4412227,3.724181,MET,Sst-IRES-Cre
746917495,5.163565,3.8197167,MET,Other
759927422,10.222258,4.795939,MET,Sst-IRES-Cre
792728913,5.222427,3.4108024,MET,Sst-IRES-Cre
794865067,4.741817,4.2081294,MET,Sst-IRES-Cre
805625255,5.139149,4.390067,MET,Sst-IRES-Cre
834677809,4.8035417,4.2167335,MET,Sst-IRES-Cre
837221885,5.1686563,3.5344038,MET,Sst-IRES-Cre
849624777,5.9071317,4.0604672,MET,Sst-IRES-Cre
901138634,4.905703,4.0613384,MET,Other
740224788,4.791787,4.050428,MET,Sst-IRES-Cre
750465525,6.3040566,3.589698,MET,Sst-IRES-Cre
750746569,5.0442224,4.5235076,MET,Sst-IRES-Cre
752276388,4.8926663,3.598399,MET,Sst-IRES-Cre
753979676,5.002593,3.9787695,MET,Sst-IRES-Cre
759726741,5.135055,3.0933387,MET,Sst-IRES-Cre
760981484,4.9754367,4.1413097,MET,Sst-IRES-Cre
770216620,5.644139,2.7919536,MET,Sst-IRES-Cre
805548370,5.7365494,4.4102306,MET,Other
839218629,5.3521805,4.0285096,MET,Sst-IRES-Cre
958302652,5.2117286,3.8261395,MET,Other
969230654,5.089591,4.688138,MET,Other
969277941,6.0399723,3.0071616,MET,Other
757541223,5.593105,2.8439982,MET,Other
758923132,5.134076,3.8539536,MET,Other
740872937,5.054383,3.694956,MET,Other
627881581,5.6306257,3.462082,MET,Sst-IRES-Cre
708696471,5.3732195,4.228277,MET,Other
718645405,5.042456,4.422439,MET,Sst-IRES-Cre
720692646,5.0337768,3.6743212,MET,Sst-IRES-Cre
719108203,5.605037,3.0542433,MET,Sst-IRES-Cre
764013030,5.3820934,2.9008446,MET,Other
644134947,5.5653043,3.563119,MET,Other
741138005,5.2730913,3.9165897,MET,Sst-IRES-Cre
727388125,5.4728127,2.6443098,MET,Other
741137658,5.029083,4.4745097,MET,Sst-IRES-Cre
851016910,5.693725,1.2896671,MET,Sst-IRES-Cre
760995868,5.40285,3.8560283,MET,Sst-IRES-Cre
727370663,5.5036087,3.2519145,MET,Other
742955763,5.6571975,3.1313136,MET,Other
718852883,4.9267373,4.0247693,MET,Sst-IRES-Cre
834552438,5.6251807,3.981123,MET,Sst-IRES-Cre
760003897,5.773201,3.4496565,MET,Sst-IRES-Cre
753733598,5.759764,4.05346,MET,Sst-IRES-Cre
743805049,4.54893,3.9715319,MET,Other
660049716,5.054396,3.0234334,MET,Other
805522589,5.2153125,3.572553,MET,Other
788325766,5.849901,4.043343,MET,Sst-IRES-Cre
741785767,5.537445,2.9676542,MET,Sst-IRES-Cre
706470043,5.040362,3.9202127,MET,Other
713336527,10.46838,5.192789,MET,Sst-IRES-Cre
740780456,5.247207,4.2273836,MET,Sst-IRES-Cre
887104551,5.3143992,1.8454336,MET,Other
669154876,5.554443,4.2083797,MET,Sst-IRES-Cre
718473774,6.9726944,2.1410468,MET,Sst-IRES-Cre
760876441,5.799536,1.5718603,MET,Sst-IRES-Cre
786024946,7.3977656,2.992295,MET,Other
693093302,5.972061,2.5959675,MET,Sst-IRES-Cre
807253196,6.890637,1.0194184,MET,Sst-IRES-Cre
873689501,6.77895,1.8283533,MET,Sst-IRES-Cre
705173927,5.3974457,3.8723507,MET,Sst-IRES-Cre
803439725,6.906206,2.2103736,MET,Sst-IRES-Cre
727327912,6.6822824,1.9217037,MET,Sst-IRES-Cre
727172315,3.2288766,1.7159787,MET,Sst-IRES-Cre
808547132,5.567346,4.0572205,MET,Sst-IRES-Cre
754872367,5.4930606,3.997859,MET,Sst-IRES-Cre
707162377,6.9446726,2.7466176,MET,Sst-IRES-Cre
692522289,4.538821,3.4366171,MET,Sst-IRES-Cre
795572082,5.557783,1.2162144,MET,Sst-IRES-Cre
839530923,7.062608,2.7150319,MET,Sst-IRES-Cre
750205228,6.5008698,0.6457714,MET,Sst-IRES-Cre
760832993,7.03708,2.6501446,MET,Sst-IRES-Cre
702082762,5.541475,3.3109574,MET,Sst-IRES-Cre
760533748,6.635171,1.9972852,MET,Sst-IRES-Cre
750489990,7.82234,3.4277165,MET,Sst-IRES-Cre
768796864,3.2306948,3.949276,MET,Sst-IRES-Cre
726375516,8.709044,1.513109,MET,Sst-IRES-Cre
839118679,6.039743,1.7957084,MET,Sst-IRES-Cre
707652335,7.057035,2.8120348,MET,Other
739704046,5.497746,4.5350122,MET,Other
805516815,6.751015,2.0500805,MET,Other
704071039,7.9467964,3.2951238,MET,Sst-IRES-Cre
750733881,5.614998,4.000651,MET,Sst-IRES-Cre
669112312,7.029729,1.3102216,MET,Sst-IRES-Cre
750786807,7.2579656,2.4242635,MET,Sst-IRES-Cre
754807659,7.0448446,2.9321423,MET,Sst-IRES-Cre
757526382,6.2739844,2.752635,MET,Other
657661669,6.024371,3.1675696,MET,Sst-IRES-Cre
807527244,6.2540183,2.6655176,MET,Sst-IRES-Cre
674256982,5.8489766,1.0948032,MET,Other
720678722,7.2156,2.7415192,MET,Sst-IRES-Cre
722795299,7.5584664,2.514262,MET,Sst-IRES-Cre
741175739,8.50703,2.7826796,MET,Sst-IRES-Cre
718634695,7.568928,3.2528107,MET,Sst-IRES-Cre
729212566,5.8151765,1.6529382,MET,Sst-IRES-Cre
805548626,6.584593,2.0848327,MET,Other
926828526,5.4721637,4.2012258,MET,Other
750824926,7.0735054,2.235816,MET,Sst-IRES-Cre
849595147,6.6896167,2.7300906,MET,Sst-IRES-Cre
972544409,5.8294077,3.5211363,MET,Other
807436188,8.635206,1.2310282,MET,Sst-IRES-Cre
734747421,7.4199076,2.3027651,MET,Other
760421789,5.3693647,0.72396225,MET,Sst-IRES-Cre
839532478,8.177544,2.5466313,MET,Sst-IRES-Cre
754873107,6.2768354,3.869931,MET,Sst-IRES-Cre
837212696,5.381469,3.4520106,MET,Other
708659517,6.6546645,4.0803905,MET,Other
837664866,6.9987326,2.1610496,MET,Other
747009657,7.3007026,2.43813,MET,Sst-IRES-Cre
723964904,8.029988,4.135031,MET,Other
859848890,5.129771,1.0998999,MET,Sst-IRES-Cre
685624703,8.090646,2.252629,MET,Sst-IRES-Cre
750467051,6.869027,1.8296645,MET,Sst-IRES-Cre
770249470,6.293044,4.0265427,MET,Sst-IRES-Cre
743803825,5.585778,0.35225442,MET,Other
807237159,5.6833,3.7919633,MET,Sst-IRES-Cre
720545325,6.8686438,0.9778316,MET,Sst-IRES-Cre
805639828,6.421289,3.265018,MET,Sst-IRES-Cre
673395815,7.211484,1.8334913,MET,Other
723754537,8.568939,1.1333189,MET,Other
702100037,7.23293,1.630295,MET,Sst-IRES-Cre
711571947,6.9960017,1.9922299,MET,Other
703963200,6.6321483,3.6038184,MET,Sst-IRES-Cre
750757147,6.7236557,2.0230699,MET,Sst-IRES-Cre
752000685,6.8654428,3.1263351,MET,Sst-IRES-Cre
805657479,5.968816,3.3187344,MET,Sst-IRES-Cre
807615222,6.5157056,3.6289263,MET,Sst-IRES-Cre
685636842,6.5116615,2.763077,MET,Sst-IRES-Cre
727238274,7.8501935,3.9269924,MET,Sst-IRES-Cre
839096415,7.2817945,2.4977636,MET,Sst-IRES-Cre
851887346,7.264075,3.1045907,MET,Sst-IRES-Cre
861959876,8.262725,2.7022429,MET,Other
720207494,7.1804013,3.3698623,MET,Other
661318431,6.9998846,3.172335,MET,Other
720167778,6.9450817,2.4862454,MET,Sst-IRES-Cre
703283610,7.814369,3.7157736,MET,Sst-IRES-Cre
815520852,7.538707,2.2945206,MET,Other
710912956,6.713553,1.9555557,MET,Sst-IRES-Cre
818655994,6.1625557,3.9053574,MET,Sst-IRES-Cre
805641992,8.055886,2.501968,MET,Sst-IRES-Cre
718643723,7.885457,2.353074,MET,Sst-IRES-Cre
743049545,7.0391316,1.5532712,MET,Other
806821103,6.582525,3.1268759,MET,Sst-IRES-Cre
815515673,8.157428,2.4105365,MET,Other
750786617,8.42401,2.5305102,MET,Sst-IRES-Cre
740094065,7.714198,1.9675448,MET,Sst-IRES-Cre
704768671,7.479745,1.4745862,MET,Sst-IRES-Cre
838639200,8.702648,1.1913736,MET,Other
740885249,6.70305,2.472244,MET,Sst-IRES-Cre
807602251,7.483174,3.1494572,MET,Sst-IRES-Cre
659934473,6.64551,1.0042231,MET,Sst-IRES-Cre
740675145,6.1797647,0.80196434,MET,Sst-IRES-Cre
745638026,5.9689336,1.0563824,MET,Other
760313302,6.7851377,0.99312377,MET,Sst-IRES-Cre
846741456,5.925418,1.0701005,MET,Other
601811091,5.803162,1.0619012,MET,Sst-IRES-Cre
718601016,6.102797,0.8453732,MET,Sst-IRES-Cre
741908619,7.153724,1.4039793,MET,Sst-IRES-Cre
639708328,7.081399,2.0568283,MET,Other
659550641,6.7163806,1.2195183,MET,Sst-IRES-Cre
692565557,6.928137,1.9488164,MET,Sst-IRES-Cre
702051128,7.598159,1.7570908,MET,Sst-IRES-Cre
703158517,6.0012226,1.3577119,MET,Sst-IRES-Cre
705220380,6.735261,1.3980484,MET,Sst-IRES-Cre
710338421,7.3558145,1.4268861,MET,Other
718136012,6.544811,1.5117912,MET,Sst-IRES-Cre
720186469,6.3701906,1.3385631,MET,Other
720346274,6.597969,1.251344,MET,Other
720684671,7.2750497,1.8738854,MET,Sst-IRES-Cre
733483384,6.120214,2.6963706,MET,Other
734717687,6.437358,3.0032923,MET,Other
750189292,7.2701488,1.3777435,MET,Sst-IRES-Cre
750706642,6.6112533,1.2510452,MET,Sst-IRES-Cre
750795221,6.6655335,1.8461516,MET,Sst-IRES-Cre
750798367,7.581323,3.0231962,MET,Sst-IRES-Cre
752038334,7.2919426,1.4976193,MET,Sst-IRES-Cre
753936208,7.609819,2.589171,MET,Sst-IRES-Cre
766650329,7.7189803,1.654336,MET,Sst-IRES-Cre
768728384,7.1523147,1.2047582,MET,Sst-IRES-Cre
794940971,6.532858,1.9632832,MET,Sst-IRES-Cre
795530674,6.8352523,2.239413,MET,Sst-IRES-Cre
807585101,7.0469065,2.4592664,MET,Sst-IRES-Cre
808489236,6.3161993,1.5800608,MET,Sst-IRES-Cre
808535692,6.6175365,1.2342216,MET,Sst-IRES-Cre
836820758,6.8514934,1.0515292,MET,Other
861785444,6.5690947,0.9557967,MET,Sst-IRES-Cre
706289784,7.56751,1.8023535,MET,Sst-IRES-Cre
724173929,7.204484,2.0955389,MET,Other
724183451,7.2193236,1.2084886,MET,Other
726950294,7.3821487,1.1538042,MET,Sst-IRES-Cre
652533530,6.989122,1.7394421,MET,Other
652764831,6.3074365,1.5206316,MET,Other
672918290,7.0524626,3.4933114,MET,Other
753782979,6.610074,1.3773926,MET,Sst-IRES-Cre
779801880,6.7305083,1.5072538,MET,Sst-IRES-Cre
787961013,5.73674,1.1395786,MET,Sst-IRES-Cre
795608159,7.119921,1.3673545,MET,Sst-IRES-Cre
810463363,7.170214,0.9734885,MET,Other
817204569,5.824227,2.9550874,MET,Other
836823355,6.6475916,2.693199,MET,Other
837207669,7.9425993,2.5115395,MET,Other
844951859,6.562434,1.1900707,MET,Other
849592508,6.759232,2.0939271,MET,Sst-IRES-Cre
894226862,6.6895895,1.9098501,MET,Other
921602017,6.012025,1.4659775,MET,Other
685749160,7.0061784,3.0076108,MET,Sst-IRES-Cre
746224396,6.7531953,0.9264303,MET,Other
746999234,6.806098,1.1816635,MET,Sst-IRES-Cre
750331780,6.490565,0.8405975,MET,Sst-IRES-Cre
769472672,6.7577195,1.0104926,MET,Other
746748645,3.512569,1.705437,MET,Other
808279213,6.516469,1.2100929,MET,Other
863631899,6.3394976,0.8591523,MET,Other
865580850,6.7267246,1.9903351,MET,Other
906699622,6.0360775,2.6189442,MET,Other
745740295,6.765835,2.182218,MET,Other
746749610,6.593847,1.5764589,MET,Other
753861026,6.2962885,0.6818805,MET,Sst-IRES-Cre
764506604,5.8657312,0.8638882,MET,Other
769477018,6.882759,2.156568,MET,Other
795870832,7.134444,1.207376,MET,Sst-IRES-Cre
808486121,6.2359195,0.7960316,MET,Sst-IRES-Cre
808846919,7.0957,1.1918814,MET,Sst-IRES-Cre
815568639,7.3810377,1.6131469,MET,Other
839571159,6.3580413,3.75728,MET,Other
849535368,7.6002226,1.5134383,MET,Sst-IRES-Cre
850885484,6.722062,1.9118737,MET,Sst-IRES-Cre
757545275,7.396776,1.660794,MET,Other
803072117,6.734778,1.2946099,MET,Sst-IRES-Cre
644487727,5.330605,0.98873985,MET,Other
667163821,6.116041,1.6158012,MET,Sst-IRES-Cre
815426725,6.2974834,1.8023756,MET,Other
756436794,5.1138587,3.2468152,MET,Sst-IRES-Cre
672444702,6.9323683,1.3856844,MET,Other
731877396,7.162603,1.3536695,MET,Other
731651186,7.172869,1.3979121,MET,Other
846830517,7.053206,1.9465488,MET,Other
807348085,6.988723,1.8625287,MET,Sst-IRES-Cre
708337346,6.5990148,1.7121348,MET,Other
779776785,6.792236,2.3045607,MET,Sst-IRES-Cre
674482551,7.5337496,1.215915,MET,Sst-IRES-Cre
788272042,6.9767284,1.3154708,MET,Sst-IRES-Cre
750464909,7.0933332,1.439238,MET,Sst-IRES-Cre
718202813,6.9189105,1.1442535,MET,Sst-IRES-Cre
863604233,6.7466035,1.5593693,MET,Other
757894130,6.7679367,1.9772807,MET,Sst-IRES-Cre
837672173,6.7898173,2.2421412,MET,Other
799929013,6.88031,2.5381835,MET,Sst-IRES-Cre
808882292,7.497439,1.5461164,MET,Sst-IRES-Cre
804838579,6.768644,1.5289047,MET,Sst-IRES-Cre
746938042,7.0768747,1.1723399,MET,Other
738651575,7.758647,1.5396929,MET,Other
647103728,7.0918856,1.6299999,MET,Sst-IRES-Cre
703610080,5.452325,0.010658398,MET,Sst-IRES-Cre
743035478,5.6169567,1.1279262,MET,Other
808916170,6.6529484,1.3893795,MET,Sst-IRES-Cre
754447289,3.037067,3.1828277,MET,Sst-IRES-Cre
708758571,7.2962804,1.668314,MET,Other
815971588,6.194815,0.7959157,MET,Other
836796620,6.9645195,1.8615652,MET,Other
700264920,6.0840683,1.3055171,MET,Sst-IRES-Cre
731830471,7.2324414,1.4220147,MET,Other
751250310,8.618363,0.76230776,MET,Sst-IRES-Cre
779811191,7.05654,0.9607962,MET,Sst-IRES-Cre
816019895,8.518436,2.075751,MET,Other
645367717,8.255489,1.0314319,MET,Other
688133055,8.904385,1.3172969,MET,Sst-IRES-Cre
695446404,5.5940742,2.8267457,MET,Other
720622139,7.093745,0.7241057,MET,Sst-IRES-Cre
740732467,8.448518,1.1448115,MET,Sst-IRES-Cre
731709424,6.841774,1.422055,MET,Other
736282349,7.655602,1.8822874,MET,Other
759891857,8.64821,1.0762167,MET,Sst-IRES-Cre
810317285,8.3014,0.5977578,MET,Other
834086445,8.619546,0.8402143,MET,Other
669165397,7.183101,2.6827495,MET,Sst-IRES-Cre
695432655,5.2073746,2.8774838,MET,Other
723632259,6.6000237,0.52366316,MET,Other
724161376,7.3825417,0.8966001,MET,Other
705657401,8.560681,0.70461696,MET,Sst-IRES-Cre
727204460,8.438573,1.0571251,MET,Sst-IRES-Cre
750242249,3.6161408,0.27155513,MET,Other
759684939,7.0708337,0.67188054,MET,Other
806853844,7.616076,1.8645967,MET,Sst-IRES-Cre
831163881,6.596528,2.618986,MET,Other
846791401,6.9534574,1.2128332,MET,Other
894504852,6.8392086,0.5942938,MET,Other
720223511,8.420454,0.6840665,MET,Other
724790044,8.52261,0.7663333,MET,Sst-IRES-Cre
747014238,8.1207285,0.8717588,MET,Sst-IRES-Cre
759939473,8.522407,0.7318135,MET,Sst-IRES-Cre
760068261,8.240208,0.8968205,MET,Sst-IRES-Cre
764782286,5.1890125,2.8329473,MET,Other
821863866,7.926572,1.4287207,MET,Other
740375958,7.086494,0.64282894,MET,Other
766628006,5.087057,0.0615999,MET,Sst-IRES-Cre
769496383,7.7019186,1.7832872,MET,Other
810416056,8.517489,1.1034704,MET,Other
838643565,7.726113,0.87458134,MET,Other
754893893,4.8975353,3.1408186,MET,Sst-IRES-Cre
759440597,5.726706,3.6087694,MET,Sst-IRES-Cre
661189529,8.280861,0.98623616,MET,Other
675993304,6.752388,2.6036992,MET,Other
808824183,8.523727,0.84205353,MET,Sst-IRES-Cre
722821551,7.1388345,1.0334796,MET,Sst-IRES-Cre
731765828,6.5786543,2.6723616,MET,Other
746230941,7.1853743,1.6055487,MET,Other
817073927,6.9300227,1.9405844,MET,Sst-IRES-Cre
661354351,8.616336,1.3316265,MET,Other
718798931,6.7028465,1.3985417,MET,Sst-IRES-Cre
738753600,8.470212,1.679964,MET,Other
746747868,6.00088,1.71577,MET,Other
724193044,8.7542715,1.0114797,MET,Other
846918564,8.162365,1.934397,MET,Other
838683930,8.637829,0.85460204,MET,Other
750801904,8.8435,1.2621131,MET,Sst-IRES-Cre
815498641,7.9440074,2.1056395,MET,Other
844828603,7.7902336,1.7614112,MET,Other
718640845,7.6335387,0.5216734,MET,Sst-IRES-Cre
810361274,8.805645,1.057778,MET,Other
708229331,7.973766,0.38365573,MET,Sst-IRES-Cre
861830822,8.593583,1.0319157,MET,Other
708221753,8.504374,1.1019894,MET,Other
969323151,8.406108,2.7977104,MET,Other
691670691,8.524598,1.0947399,MET,Other
740165079,8.375399,0.9097722,MET,Sst-IRES-Cre
770249559,8.7244835,1.0644865,MET,Sst-IRES-Cre
711923209,6.083793,1.6252768,MET,Sst-IRES-Cre
754711439,8.707896,1.9542729,MET,Sst-IRES-Cre
848303073,6.7542844,2.2576206,MET,Sst-IRES-Cre
672494596,8.639006,0.9590134,MET,Other
675904449,7.96514,1.131653,MET,Other
719683370,8.874657,1.0853226,MET,Sst-IRES-Cre
772129772,8.613622,1.7600335,MET,Sst-IRES-Cre
747014167,8.345199,2.6661608,MET,Other
838515407,8.413629,1.7116048,MET,Other
718571204,8.890558,1.2521062,MET,Sst-IRES-Cre
754729595,6.031509,2.6255372,MET,Sst-IRES-Cre
815377185,8.194456,0.70416564,MET,Other
861811720,7.4603662,2.1892495,MET,Other
844649825,7.61309,2.4114757,MET,Other
657985196,8.055651,2.743486,MET,Other
661222942,7.067386,1.75422,MET,Other
795833727,7.9140186,2.4628541,MET,Sst-IRES-Cre
808285808,8.012959,2.4109683,MET,Other
703570927,8.019704,3.9394574,MET,Sst-IRES-Cre
750162069,8.409829,2.5758429,MET,Sst-IRES-Cre
816012073,8.171586,1.9075748,MET,Other
700105125,7.9458156,2.8896987,MET,Sst-IRES-Cre
704701827,8.224921,3.5804796,MET,Other
719604384,7.424685,2.1583428,MET,Sst-IRES-Cre
718591584,7.988086,3.732088,MET,Sst-IRES-Cre
728576288,8.524426,3.1839828,MET,Sst-IRES-Cre
815423883,5.8913198,2.7423596,MET,Other
844929176,8.254923,2.5415864,MET,Other
958958489,8.567751,1.81935,MET,Other
808547003,8.701318,2.2564921,MET,Sst-IRES-Cre
806725741,7.5565534,0.9550657,MET,Sst-IRES-Cre
810306964,8.333887,2.466432,MET,Other
844962386,8.436239,2.4758735,MET,Other
992435744,7.5226393,4.011746,MET,Other
724670298,8.237891,2.1541257,MET,Other
809088673,8.606035,2.1807706,MET,Sst-IRES-Cre
815462585,8.298237,1.767686,MET,Other
750833190,8.510651,2.6639383,MET,Sst-IRES-Cre
808336603,8.469493,2.0442188,MET,Other
808293710,6.652094,1.8630341,MET,Other
680956432,8.164549,2.2359393,MET,Other
718644056,8.417338,1.7096093,MET,Sst-IRES-Cre
729190038,8.060686,2.435766,MET,Sst-IRES-Cre
726982093,8.467071,2.1730528,MET,Sst-IRES-Cre
