,x,y,dataset,driver
810415656,8.777345,6.1394086,MET,Other
844608786,7.8320374,2.250139,MET,Other
847694140,5.3845024,1.3956416,MET,Sst-IRES-Cre
875042026,8.378608,5.758377,MET,Other
918920433,8.638076,7.4868402,MET,Other
606308411,9.611239,5.4862223,MET,Other
627883518,4.9303546,4.1299653,MET,Sst-IRES-Cre
639356925,10.591199,6.658429,MET,Other
639701690,9.262672,8.457797,MET,Other
650158992,-0.40290815,5.2076592,MET,Other
650179306,2.8386405,3.178963,MET,Other
656705665,1.674292,0.63220245,MET,Other
670348027,10.102553,7.1437583,MET,Pvalb-IRES-Cre
680121569,10.115847,6.3444734,MET,Other
701163677,0.96766555,4.171339,MET,Other
709383088,9.577232,6.340229,MET,Other
653817963,1.211609,0.67935514,MET,Vip-IRES-Cre
639861972,9.095866,6.866001,MET,Other
642421456,-1.1711787,6.04465,MET,Other
645056411,1.7190323,1.9210931,MET,Other
648597549,9.116895,8.093562,MET,Pvalb-IRES-Cre
648836167,1.0606176,1.4310201,MET,Vip-IRES-Cre
650177087,7.5048327,0.5922977,MET,Other
656979575,1.7178795,3.240683,MET,Vip-IRES-Cre
657193723,8.766529,0.9654852,MET,Other
658595395,8.696297,7.7358804,MET,Other
660465823,1.6015913,2.3809233,MET,Other
667472374,7.2161846,2.0642948,MET,Sst-IRES-Cre
668175960,7.8208795,1.3270462,MET,Sst-IRES-Cre
668242224,5.5517044,-0.18834543,MET,Sst-IRES-Cre
683811000,8.155271,4.2772326,MET,Other
700357513,3.06028,2.5721087,MET,Vip-IRES-Cre
704242323,9.393331,6.1035223,MET,Other
711511692,5.0113816,2.9552848,MET,Other
711799638,5.665147,3.7336905,MET,Sst-IRES-Cre
714668641,8.617395,7.890098,MET,Other
716325525,-0.123367384,5.680729,MET,Other
738839518,1.8956114,2.0314791,MET,Other
745601153,4.335816,0.6806179,MET,Other
759769430,4.968835,1.8196365,MET,Sst-IRES-Cre
639891826,-0.7804431,6.1905727,MET,Other
644993352,-1.1140504,6.795807,MET,Other
650475502,9.538021,7.3335786,MET,Other
703267286,2.328515,1.0614551,MET,Vip-IRES-Cre
713159452,5.811995,4.479201,MET,Sst-IRES-Cre
714976957,0.72810584,2.2618766,MET,Vip-IRES-Cre
718653557,11.0780945,7.8095064,MET,Pvalb-IRES-Cre
723956153,8.614485,1.3804895,MET,Other
731978822,-1.1709433,6.1572266,MET,Other
639671955,8.811675,7.7260127,MET,Other
652809932,9.473099,8.17964,MET,Other
694878312,8.234063,4.978502,MET,Other
704500129,5.077645,4.4099197,MET,Sst-IRES-Cre
705112937,7.3122873,3.0696883,MET,Sst-IRES-Cre
712144044,10.596351,6.2065325,MET,Other
717472907,8.176316,1.4584612,MET,Other
719067104,9.532514,6.196288,MET,Pvalb-IRES-Cre
722774333,5.344368,-0.39592564,MET,Sst-IRES-Cre
723540406,9.677413,6.40762,MET,Pvalb-IRES-Cre
724085562,1.0806673,2.6989222,MET,Other
738925092,2.407417,1.3561273,MET,Vip-IRES-Cre
743626724,5.338988,2.3813145,MET,Other
744435916,9.060194,8.381005,MET,Pvalb-IRES-Cre
746226254,10.517083,5.440327,MET,Other
761383513,9.684735,7.506734,MET,Pvalb-IRES-Cre
763384665,9.57951,7.1502295,MET,Pvalb-IRES-Cre
764896411,-0.9061983,5.8344026,MET,Other
772422057,10.1788845,5.831648,MET,Sst-IRES-Cre
811277500,8.618357,5.2300406,MET,Other
825222584,10.388281,5.417019,MET,Pvalb-IRES-Cre
843409112,9.326169,7.0163126,MET,Pvalb-IRES-Cre
855351025,3.8162978,1.7751682,MET,Other
898976436,2.4712753,2.6933105,MET,Vip-IRES-Cre
639818525,8.6609955,6.696812,MET,Other
642410624,5.0258083,4.612084,MET,Other
642522116,8.333644,1.1723045,MET,Other
645016122,-0.0032010674,6.0743937,MET,Other
649382605,9.568992,8.340513,MET,Other
670343682,9.954624,8.007671,MET,Pvalb-IRES-Cre
682492648,10.024166,7.6231203,MET,Pvalb-IRES-Cre
692839208,10.894263,7.8395104,MET,Pvalb-IRES-Cre
704604977,8.388621,2.1248558,MET,Sst-IRES-Cre
705273584,11.068324,7.8109403,MET,Sst-IRES-Cre
705754206,7.7501526,1.7316049,MET,Sst-IRES-Cre
710114891,8.389403,0.7134838,MET,Vip-IRES-Cre
710350998,-0.40954387,6.1907415,MET,Other
725945133,4.608258,3.6694367,MET,Sst-IRES-Cre
746257578,6.2149673,3.057413,MET,Other
762520044,2.0893512,1.1077724,MET,Vip-IRES-Cre
834849146,5.2920184,-0.19076203,MET,Other
935870377,9.475967,8.320156,MET,Other
754807838,4.2615523,3.3636005,MET,Sst-IRES-Cre
649382470,-0.8510113,5.602391,MET,Other
978205949,-0.19756983,5.785553,MET,Other
649818819,8.775892,6.7480817,MET,Other
720227879,6.4890456,3.1092944,MET,Other
661419440,8.073733,1.9854527,MET,Other
742798141,2.1467454,2.1829498,MET,Other
760973561,6.5550776,3.0561934,MET,Sst-IRES-Cre
866025867,3.3813636,0.9979116,MET,Other
711569398,7.622696,2.0292833,MET,Other
716304955,5.2649193,0.020181036,MET,Other
650415116,5.961775,1.6410127,MET,Other
894542162,9.308494,6.595772,MET,Other
700341279,7.1432443,2.092801,MET,Sst-IRES-Cre
684890631,5.9130597,0.9914726,MET,Sst-IRES-Cre
760842466,4.6236024,0.9223534,MET,Sst-IRES-Cre
717656224,8.398991,7.574027,MET,Pvalb-IRES-Cre
778139871,6.0253463,4.115169,MET,Sst-IRES-Cre
650478930,-0.2805736,5.05361,MET,Other
695998040,10.04201,7.504966,MET,Sst-IRES-Cre
661210591,8.689561,0.984167,MET,Other
873615757,8.89755,7.720347,MET,Other
668338125,1.8925613,2.6823983,MET,Other
736480296,2.2072492,2.5715613,MET,Other
736774881,1.2149614,1.8480555,MET,Vip-IRES-Cre
737147082,0.5325386,2.226401,MET,Vip-IRES-Cre
739571477,2.9843946,0.93181264,MET,Vip-IRES-Cre
746090910,3.0326307,0.5631658,MET,Other
750670218,7.8442216,2.3508453,MET,Sst-IRES-Cre
803593554,5.6332483,1.079598,MET,Sst-IRES-Cre
815522028,7.453269,3.7011957,MET,Other
830417028,5.263214,2.0984938,MET,Other
831829992,1.0533316,1.0854472,MET,Vip-IRES-Cre
839519458,5.620359,0.96155924,MET,Sst-IRES-Cre
841740081,5.9996996,1.803355,MET,Other
843210919,5.791635,0.8428556,MET,Other
887077775,0.3251603,2.799951,MET,Other
893564334,0.26393738,2.8126929,MET,Other
903977460,1.2033772,3.3048248,MET,Other
643176208,0.69747186,3.4297976,MET,Vip-IRES-Cre
660894943,1.9954295,2.6733902,MET,Other
679633864,1.0470086,1.8413439,MET,Vip-IRES-Cre
697811731,0.8363891,4.071858,MET,Other
716507874,1.980208,0.94675624,MET,Vip-IRES-Cre
724192055,7.1547694,0.751761,MET,Other
727041671,7.4297876,0.67444515,MET,Sst-IRES-Cre
727227657,5.849578,1.0536664,MET,Sst-IRES-Cre
728144731,5.891284,3.8028188,MET,Sst-IRES-Cre
649667498,2.7571,2.0329516,MET,Vip-IRES-Cre
681326325,2.052012,2.7737582,MET,Vip-IRES-Cre
683466180,8.230221,1.1907805,MET,Other
709375041,2.4634583,2.700652,MET,Other
715113536,2.3067646,1.3710748,MET,Vip-IRES-Cre
744406203,8.565145,6.533175,MET,Pvalb-IRES-Cre
753858258,6.2965107,3.8298845,MET,Sst-IRES-Cre
874445433,9.587248,7.929976,MET,Other
898990658,9.311838,6.419316,MET,Other
990589609,0.15369159,2.9244971,MET,Other
651098469,-0.72248137,5.883161,MET,Other
653025550,0.59773487,1.4733052,MET,Other
660055013,1.642722,2.366025,MET,Other
700674095,5.3926506,-0.40795648,MET,Other
704394422,7.134151,1.8712157,MET,Sst-IRES-Cre
730812223,0.00059985055,4.9911413,MET,Other
661389573,1.6623794,1.907045,MET,Other
706313175,5.5471587,3.1626382,MET,Sst-IRES-Cre
710352155,9.617881,6.275011,MET,Other
710755895,10.565793,5.985745,MET,Sst-IRES-Cre
717788056,10.64084,5.4721518,MET,Other
721657120,9.875305,7.595103,MET,Pvalb-IRES-Cre
722883676,10.413948,5.417285,MET,Pvalb-IRES-Cre
723487593,10.631515,5.697074,MET,Pvalb-IRES-Cre
728098342,9.450845,5.9202847,MET,Sst-IRES-Cre
743001139,3.8612027,0.35645682,MET,Other
750249524,3.3541732,1.805693,MET,Other
750793633,-0.6141851,5.410239,MET,Other
758035105,3.3485048,0.47235277,MET,Other
761832412,9.338123,7.2120523,MET,Pvalb-IRES-Cre
763375889,5.870077,4.480206,MET,Other
825530270,1.7978505,4.0180616,MET,Other
639829058,8.948716,7.2432256,MET,Other
645074780,-0.3665893,5.4006977,MET,Other
667476495,8.380939,0.7959176,MET,Sst-IRES-Cre
680999757,11.142256,7.833927,MET,Other
704434137,5.5887856,4.0961785,MET,Sst-IRES-Cre
705144343,8.259093,1.2565895,MET,Sst-IRES-Cre
705174104,9.128384,8.0756445,MET,Sst-IRES-Cre
705291850,5.808479,-0.50799155,MET,Sst-IRES-Cre
711559353,-1.1879631,6.0951476,MET,Other
711572979,-1.2585118,5.75298,MET,Other
728122493,9.255219,7.8911796,MET,Sst-IRES-Cre
738041650,1.3382009,0.6921385,MET,Vip-IRES-Cre
738810191,1.2425514,1.1026216,MET,Vip-IRES-Cre
744843426,6.004461,1.3203093,MET,Pvalb-IRES-Cre
759521876,0.8551967,2.8508096,MET,Other
760071501,5.049684,3.8902943,MET,Sst-IRES-Cre
764354181,-0.3991646,5.044822,MET,Other
777417788,4.00101,1.0140291,MET,Vip-IRES-Cre
779731731,5.6364956,1.2094877,MET,Sst-IRES-Cre
738599316,7.661801,2.4208913,MET,Other
750724235,5.8467007,1.8345422,MET,Sst-IRES-Cre
786267211,10.291936,6.235644,MET,Pvalb-IRES-Cre
920868754,4.178992,1.1614939,MET,Other
930344838,0.22853176,2.8303034,MET,Other
762519671,1.705078,2.4794614,MET,Vip-IRES-Cre
838358254,5.517057,-0.41765338,MET,Other
958940898,7.5394773,3.1892111,MET,Other
844116194,3.2070262,0.53279823,MET,Vip-IRES-Cre
682156144,0.94814056,1.5803763,MET,Vip-IRES-Cre
740859532,2.032748,1.0506825,MET,Other
886979044,9.289483,7.604718,MET,Pvalb-IRES-Cre
888025111,-0.8440154,5.14854,MET,Other
888311535,1.4799482,2.383925,MET,Other
958296325,9.532273,7.8769894,MET,Other
961236818,1.1832045,3.00316,MET,Other
639695961,2.2570622,1.3902854,MET,Other
711403551,6.071802,1.7029406,MET,Sst-IRES-Cre
717604118,7.2438846,2.7964346,MET,Other
728152556,7.683411,1.178669,MET,Sst-IRES-Cre
738492130,3.1118007,2.4034321,MET,Vip-IRES-Cre
753752063,5.6693583,4.046359,MET,Sst-IRES-Cre
653790329,0.5643343,2.269745,MET,Vip-IRES-Cre
639395516,2.0440881,2.5253773,MET,Other
739718488,5.1786876,4.6393495,MET,Other
761326027,2.4172747,2.73615,MET,Vip-IRES-Cre
969243840,0.16913523,2.8032386,MET,Other
975307901,6.0294485,0.50330794,MET,Other
988926212,-0.57934445,5.6060123,MET,Other
990594200,0.15429424,2.9478567,MET,Other
995567926,0.19577903,2.974945,MET,Other
639715810,9.768977,7.6698036,MET,Other
648310712,1.8770341,1.3115877,MET,Vip-IRES-Cre
711229703,5.258218,1.606328,MET,Sst-IRES-Cre
731945233,-1.2284735,5.698898,MET,Other
694140240,0.9891299,1.1755776,MET,Vip-IRES-Cre
711540948,9.420084,8.240423,MET,Other
713524955,9.427406,6.244602,MET,Other
716859193,10.4454,6.0438795,MET,Other
717409833,7.8751,0.8254551,MET,Other
718654090,6.8591332,2.958427,MET,Sst-IRES-Cre
727259279,7.8169713,4.1167555,MET,Sst-IRES-Cre
740892162,8.375856,5.4456077,MET,Other
740893419,8.407685,6.5454845,MET,Other
760305000,9.81409,8.338694,MET,Sst-IRES-Cre
762437334,4.999443,1.122869,MET,Vip-IRES-Cre
763845760,8.562287,6.9840083,MET,Other
807303185,5.369425,-0.31726688,MET,Sst-IRES-Cre
855995182,2.1537628,2.8752751,MET,Other
895673201,0.80824447,3.0353208,MET,Other
956172427,-0.27601817,5.4878,MET,Other
717707707,-0.327331,5.452342,MET,Other
720370528,6.692715,1.4963603,MET,Other
722737695,10.997281,7.7795563,MET,Pvalb-IRES-Cre
727865839,6.1421614,1.3181623,MET,Sst-IRES-Cre
742770680,0.18128514,2.9589503,MET,Other
778101072,9.269239,8.455385,MET,Sst-IRES-Cre
736896373,1.8593042,2.066216,MET,Vip-IRES-Cre
739793206,2.1819146,1.4862037,MET,Other
761834093,8.969952,4.5253124,MET,Other
764929725,1.9477949,1.9999355,MET,Other
826784354,1.0395172,3.697455,MET,Other
922015207,1.4827093,4.0130916,MET,Other
936123235,8.413611,0.5907617,MET,Other
738379580,1.7527008,2.0149798,MET,Vip-IRES-Cre
760315755,5.1424866,2.9962,MET,Sst-IRES-Cre
832515683,9.505349,7.5420194,MET,Pvalb-IRES-Cre
756372667,5.463297,0.9853405,,Other
672346340,5.72926,3.2661343,MET,Other
672392283,4.6546135,3.91545,MET,Other
313861411,9.972344,7.524928,ME,Pvalb-IRES-Cre
313861539,10.971059,5.28986,ME,Pvalb-IRES-Cre
313861608,10.51704,6.0851912,ME,Pvalb-IRES-Cre
313862134,9.667567,8.16911,ME,Sst-IRES-Cre
313862167,8.089537,2.2567096,ME,Sst-IRES-Cre
313862274,6.6968393,2.720237,ME,Sst-IRES-Cre
313862306,6.083879,1.9852072,ME,Sst-IRES-Cre
313862373,10.550126,5.145311,ME,Pvalb-IRES-Cre
318331264,10.596723,7.32266,ME,Pvalb-IRES-Cre
318522838,9.699303,7.362473,ME,Pvalb-IRES-Cre
318543876,10.286413,7.8648005,ME,Pvalb-IRES-Cre
318553131,11.089898,7.90761,ME,Pvalb-IRES-Cre
318556138,9.892624,8.017646,ME,Pvalb-IRES-Cre
320247631,10.505223,6.890297,ME,Pvalb-IRES-Cre
320421014,10.636622,5.5508885,ME,Pvalb-IRES-Cre
320455763,11.02862,7.791838,ME,Pvalb-IRES-Cre
320466776,9.4079075,7.6288714,ME,Pvalb-IRES-Cre
320466871,10.037429,7.602629,ME,Pvalb-IRES-Cre
321016044,9.018921,7.7660513,ME,Pvalb-IRES-Cre
321019600,11.19576,7.8199067,ME,Pvalb-IRES-Cre
321023397,10.541977,6.5324755,ME,Pvalb-IRES-Cre
321704734,10.828853,7.897256,ME,Pvalb-IRES-Cre
321707833,10.525714,5.9535365,ME,Pvalb-IRES-Cre
321707905,10.127018,7.208096,ME,Pvalb-IRES-Cre
321708130,10.405105,8.108202,ME,Pvalb-IRES-Cre
321923685,11.046716,7.621805,ME,Other
322197295,5.332942,2.374316,ME,Sst-IRES-Cre
322229594,7.946094,2.1921828,ME,Sst-IRES-Cre
322246422,7.639507,3.9376197,ME,Sst-IRES-Cre
322500634,7.9419665,3.7918015,ME,Sst-IRES-Cre
322507839,7.6133695,-0.30631167,ME,Sst-IRES-Cre
322515253,9.072091,4.8041806,ME,Sst-IRES-Cre
322520586,9.735206,5.973968,ME,Pvalb-IRES-Cre
322536988,8.073406,2.4305518,ME,Sst-IRES-Cre
323452196,10.854245,7.7552013,ME,Sst-IRES-Cre
323475862,5.4743023,2.1242766,ME,Sst-IRES-Cre
323501938,5.513914,0.43403852,ME,Sst-IRES-Cre
323523338,10.703347,5.070314,ME,Other
323535089,5.5128922,3.8193038,ME,Other
323540736,9.644529,6.594161,ME,Other
323834998,7.639825,1.3148569,ME,Other
324256803,6.8978972,3.3459191,ME,Sst-IRES-Cre
324257146,6.0700746,3.6276426,ME,Sst-IRES-Cre
324266146,8.083949,1.4992559,ME,Sst-IRES-Cre
324266189,8.056457,1.2437595,ME,Sst-IRES-Cre
324466628,5.6906266,4.3801985,ME,Sst-IRES-Cre
324466858,6.7814703,2.3718777,ME,Sst-IRES-Cre
324493977,8.256115,2.420096,ME,Sst-IRES-Cre
324495712,5.1275506,3.0405097,ME,Sst-IRES-Cre
324522388,7.1784916,2.992612,ME,Sst-IRES-Cre
326734770,-0.47922158,6.655623,ME,Other
326786924,8.240189,3.1912556,ME,Other
327566447,9.354696,4.9289336,ME,Other
327644217,2.4736023,1.2459031,ME,Other
327648537,-0.8706749,6.872829,ME,Other
327679841,-0.5467745,6.02953,ME,Other
327706437,1.1309999,2.3056765,ME,Other
327962063,0.4708329,2.649473,ME,Other
327997484,0.21282333,6.0586176,ME,Other
328015342,8.780624,1.0792465,ME,Sst-IRES-Cre
328031983,8.837592,1.9637879,ME,Sst-IRES-Cre
328093618,5.0643187,3.1186693,ME,Sst-IRES-Cre
328535908,5.396227,1.8085473,ME,Sst-IRES-Cre
328549885,5.366388,-0.5294332,ME,Sst-IRES-Cre
328876201,5.1430902,0.40082523,ME,Sst-IRES-Cre
328954223,0.5741798,1.5496799,ME,Sst-IRES-Cre
329224678,5.7671905,3.7184253,ME,Sst-IRES-Cre
329241587,6.00493,2.8311696,ME,Sst-IRES-Cre
329254830,10.386816,5.625817,ME,Sst-IRES-Cre
329322109,9.759705,8.14629,ME,Sst-IRES-Cre
330154280,10.515415,6.1165366,ME,Pvalb-IRES-Cre
333604946,9.051694,7.2487364,ME,Pvalb-IRES-Cre
333785962,10.490904,5.040936,ME,Pvalb-IRES-Cre
336676216,10.267915,5.820168,ME,Pvalb-IRES-Cre
341016267,10.5419035,7.4266276,ME,Pvalb-IRES-Cre
341442651,10.055358,6.8385186,ME,Pvalb-IRES-Cre
341459814,10.165357,6.962047,ME,Pvalb-IRES-Cre
388874977,5.238951,4.2697244,ME,Sst-IRES-Cre
396274594,10.423435,8.141553,ME,Pvalb-IRES-Cre
396369826,9.962778,6.214133,ME,Pvalb-IRES-Cre
396608557,10.635712,6.2158513,ME,Pvalb-IRES-Cre
396650742,10.036866,6.1259456,ME,Pvalb-IRES-Cre
396652279,10.507872,7.4285026,ME,Pvalb-IRES-Cre
396687610,10.016944,7.944888,ME,Pvalb-IRES-Cre
396939115,7.6193147,-0.32250258,ME,Other
396963717,10.651873,5.98866,ME,Other
396968721,8.021045,3.724521,ME,Other
397129612,10.729234,5.8000617,ME,Other
397220859,10.8643265,5.399971,ME,Other
397243949,10.738469,5.526154,ME,Other
397248752,0.16220391,6.0580235,ME,Other
439024551,-0.7821555,5.987728,ME,Other
439372920,0.19368772,6.1196566,ME,Other
441000782,0.12886354,5.9554057,ME,Other
442627661,-0.23664208,6.0412927,ME,Other
464188580,0.065686256,5.7908716,ME,Other
464191630,2.682201,1.2977368,ME,Other
464198958,6.607142,0.87533695,ME,Sst-IRES-Cre
464212183,6.7821684,1.153521,ME,Sst-IRES-Cre
464368713,10.229859,7.6984982,ME,Pvalb-IRES-Cre
466114829,10.650473,5.901909,ME,Pvalb-IRES-Cre
466245544,9.356919,6.2240214,ME,Pvalb-IRES-Cre
466271455,4.732863,3.093457,ME,Sst-IRES-Cre
466664172,5.426879,1.6170919,ME,Sst-IRES-Cre
466705337,5.282155,-0.13039821,ME,Other
467782778,10.058936,7.2338476,ME,Other
469610831,9.688855,8.20153,ME,Pvalb-IRES-Cre
469614747,9.3806715,7.1354194,ME,Pvalb-IRES-Cre
469753383,-0.00063177035,5.5351653,ME,Other
469801138,10.0104065,7.258131,ME,Pvalb-IRES-Cre
469801569,9.949541,7.9997573,ME,Pvalb-IRES-Cre
470062597,10.043321,8.186158,ME,Pvalb-IRES-Cre
470581375,6.9397373,1.8547897,ME,Sst-IRES-Cre
471077468,8.855677,8.307454,ME,Pvalb-IRES-Cre
471077857,10.655033,6.2140355,ME,Pvalb-IRES-Cre
471085676,10.5136175,6.1143503,ME,Pvalb-IRES-Cre
471087830,10.451962,6.0756946,ME,Pvalb-IRES-Cre
472517038,10.789201,5.4292817,ME,Sst-IRES-Cre
473011949,5.44049,3.540848,ME,Sst-IRES-Cre
473540161,8.8448925,2.045987,ME,Sst-IRES-Cre
473543792,8.652304,2.634634,ME,Sst-IRES-Cre
473564515,7.883608,4.0897856,ME,Sst-IRES-Cre
473593847,5.78965,3.165491,ME,Sst-IRES-Cre
473909767,2.4214623,1.9072127,ME,Other
473943881,0.109927036,6.160235,ME,Other
473951795,4.4528284,0.88215697,ME,Other
473974547,0.9109782,1.8714426,ME,Other
474267418,0.86797714,2.7820282,ME,Other
474283475,-0.3638965,6.5703096,ME,Other
474626527,6.817926,2.698725,ME,Other
474637203,3.339306,2.7945619,ME,Other
474652473,-0.42124736,5.900349,ME,Other
474660482,2.8510575,2.9124088,ME,Other
475029659,6.2190757,3.9642515,ME,Other
475047891,5.52875,0.19368598,ME,Sst-IRES-Cre
475049291,8.086008,2.4191744,ME,Sst-IRES-Cre
475057898,8.214564,1.2165922,ME,Sst-IRES-Cre
475068599,8.391974,2.487649,ME,Sst-IRES-Cre
475132727,10.544919,5.346151,ME,Sst-IRES-Cre
475202388,5.3006854,-0.5397737,ME,Sst-IRES-Cre
475465708,7.9198546,2.0579362,ME,Sst-IRES-Cre
475512108,10.489539,5.0695252,ME,Sst-IRES-Cre
475515168,8.103303,1.8224609,ME,Sst-IRES-Cre
475517157,5.6490593,3.4377675,ME,Sst-IRES-Cre
475542743,6.1146855,3.0430768,ME,Sst-IRES-Cre
475542907,7.5808144,4.6813774,ME,Sst-IRES-Cre
475549284,8.722077,8.159829,ME,Pvalb-IRES-Cre
475549334,10.906666,5.2461452,ME,Pvalb-IRES-Cre
475550148,10.698433,5.3450336,ME,Pvalb-IRES-Cre
475580568,9.460761,8.360787,ME,Sst-IRES-Cre
475585413,0.70329136,3.6708958,ME,Other
475585451,7.5191784,-0.15830676,ME,Other
475586130,5.2314835,4.5804443,ME,Other
475619045,8.900321,6.822364,ME,Other
475619177,-0.2895463,6.563963,ME,Other
475622680,1.4554613,3.9178798,ME,Other
475622793,2.558015,2.3246996,ME,Other
475625477,2.1321614,1.278668,ME,Other
475740357,5.7344885,3.743675,ME,Other
475888653,9.585459,7.7674003,ME,Pvalb-IRES-Cre
475892238,9.226005,7.8378043,ME,Pvalb-IRES-Cre
475895240,9.792177,7.936094,ME,Pvalb-IRES-Cre
476093220,4.6923113,3.9574096,ME,Sst-IRES-Cre
476100382,5.6141663,4.238567,ME,Sst-IRES-Cre
476104386,9.7485,6.463612,ME,Sst-IRES-Cre
476615310,-0.058350362,5.6398387,ME,Other
476686112,8.031939,1.4536948,ME,Sst-IRES-Cre
476741830,5.7712555,3.898527,ME,Sst-IRES-Cre
476753465,8.595804,1.4899898,ME,Sst-IRES-Cre
476754635,7.9923,1.5306176,ME,Sst-IRES-Cre
477278032,-0.9532381,7.110238,ME,Other
477490421,10.050497,7.203013,ME,Pvalb-IRES-Cre
477879512,0.24768531,6.0195103,ME,Other
477880128,2.8568912,1.4972548,ME,Other
477991293,-0.5826258,6.177668,ME,Other
478058328,9.457476,7.183926,ME,Pvalb-IRES-Cre
478107198,-0.076849096,5.865196,ME,Other
478110866,1.0225419,2.432672,ME,Other
478111731,1.3004987,1.6667644,ME,Other
478396248,7.1062307,0.91239786,ME,Sst-IRES-Cre
478412623,7.6733346,1.1045552,ME,Sst-IRES-Cre
478716304,8.355024,2.535207,ME,Sst-IRES-Cre
478793814,9.7686405,7.912296,ME,Pvalb-IRES-Cre
478795872,9.939182,7.95351,ME,Pvalb-IRES-Cre
478888083,8.424787,2.418798,ME,Other
478891084,10.510088,7.509509,ME,Other
478949560,9.783961,8.198525,ME,Pvalb-IRES-Cre
478958894,11.049201,7.756998,ME,Pvalb-IRES-Cre
479107488,7.5624804,-0.13484119,ME,Other
479218494,0.17897464,5.967497,ME,Other
479219923,5.6353164,0.9786838,ME,Other
479220013,-0.6786617,6.8379006,ME,Other
479225274,10.350849,5.9741635,ME,Pvalb-IRES-Cre
479298854,8.4713745,7.1593094,ME,Pvalb-IRES-Cre
479679997,0.39451742,5.3980975,ME,Other
479771670,5.957167,0.4981919,ME,Other
479772774,9.947343,7.198159,ME,Other
479897420,5.3018184,2.0460646,ME,Sst-IRES-Cre
479905853,5.4443,1.197427,ME,Sst-IRES-Cre
480011594,9.624222,7.2292757,ME,Other
480171348,10.515381,6.100677,ME,Sst-IRES-Cre
480183339,6.105463,3.7929814,ME,Sst-IRES-Cre
480187546,5.1494064,4.6366796,ME,Sst-IRES-Cre
480640846,10.115044,7.1882224,ME,Other
480714960,10.993705,7.866828,ME,Other
480735016,10.050342,5.933774,ME,Pvalb-IRES-Cre
480952106,10.479421,6.091786,ME,Pvalb-IRES-Cre
480963429,9.671637,7.621881,ME,Pvalb-IRES-Cre
480999763,0.80397505,2.6393268,ME,Other
481001895,6.1966405,3.8711193,ME,Other
481003593,0.9172564,3.2015705,ME,Other
481003643,0.20156543,5.849833,ME,Other
481004298,0.36589992,5.089833,ME,Other
481018305,9.70808,7.075167,ME,Pvalb-IRES-Cre
481049269,10.172758,7.143741,ME,Other
481093098,-0.6210382,6.77267,ME,Other
481093525,10.044254,7.338427,ME,Pvalb-IRES-Cre
481099415,11.023626,7.8677554,ME,Other
481099785,10.819114,5.1964264,ME,Other
481127173,10.50064,5.3490624,ME,Pvalb-IRES-Cre
481127348,10.360006,5.823403,ME,Pvalb-IRES-Cre
481127932,10.498353,6.103292,ME,Pvalb-IRES-Cre
481136138,10.742828,7.4251404,ME,Other
481136214,0.16730964,5.731983,ME,Other
482435718,2.4078186,1.9125212,ME,Other
482444444,9.001458,6.716211,ME,Pvalb-IRES-Cre
482491330,9.757724,6.8104067,ME,Pvalb-IRES-Cre
482493761,5.3966966,2.6300566,ME,Other
482511164,0.19610858,5.8829513,ME,Other
482516216,4.9876566,4.6334004,ME,Other
482521571,0.20161086,6.0098505,ME,Other
482644550,10.43845,6.045371,ME,Other
482645063,2.2619176,1.3257483,ME,Other
482649712,-0.78751796,5.837096,ME,Other
482654108,10.170471,4.9232116,ME,Other
482658760,9.927585,7.1815534,ME,Other
482690728,10.105521,7.6123314,ME,Sst-IRES-Cre
482692974,5.882278,4.051873,ME,Sst-IRES-Cre
482726749,2.2789304,1.3286672,ME,Other
482735425,5.780953,2.8241596,ME,Sst-IRES-Cre
482744155,5.81453,3.8011837,ME,Sst-IRES-Cre
482764620,2.0079865,0.89388454,ME,Other
482772037,0.36543307,2.9565496,ME,Other
482773968,-0.71813536,6.736297,ME,Other
482799345,9.738192,6.657435,ME,Other
483083617,7.827231,1.1082319,ME,Sst-IRES-Cre
483111429,10.502815,7.3468285,ME,Other
484457747,6.0341525,4.1677856,ME,Other
484571248,8.521354,2.6907573,ME,Other
484629749,9.678472,7.0577226,ME,Pvalb-IRES-Cre
484635029,9.836184,6.9308395,ME,Pvalb-IRES-Cre
484742372,9.701191,7.409909,ME,Pvalb-IRES-Cre
484742605,9.906061,6.957641,ME,Pvalb-IRES-Cre
485048967,10.170686,7.2159653,ME,Pvalb-IRES-Cre
485053941,10.594874,5.9916983,ME,Pvalb-IRES-Cre
485058595,7.857254,1.0547507,ME,Sst-IRES-Cre
485061364,9.1505785,7.0887976,ME,Sst-IRES-Cre
485182007,10.8862915,5.277252,ME,Pvalb-IRES-Cre
485184849,10.10629,7.0684137,ME,Pvalb-IRES-Cre
485245025,10.642833,5.836252,ME,Pvalb-IRES-Cre
485253111,8.798685,8.121728,ME,Pvalb-IRES-Cre
485287282,5.337067,4.420688,ME,Sst-IRES-Cre
485455219,10.444217,5.0519414,ME,Sst-IRES-Cre
485455249,5.0010443,4.5433617,ME,Sst-IRES-Cre
485455285,5.020548,4.5543,ME,Sst-IRES-Cre
485466109,7.585399,3.6903992,ME,Sst-IRES-Cre
485630699,9.813192,7.9672174,ME,Pvalb-IRES-Cre
485639243,10.896521,5.352531,ME,Pvalb-IRES-Cre
485905391,10.770562,5.064438,ME,Other
486352114,10.45201,6.070868,ME,Sst-IRES-Cre
